City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
240,Tiksi,RU,2022-06-05 21:02:35,71.6872,128.8694,47.88,75,80,6.62
241,Dingle,PH,2022-06-05 21:02:36,10.9995,122.6711,76.05,90,100,1.7
242,Smolenskoye,RU,2022-06-05 21:02:36,52.3044,85.0781,46.42,87,100,8.93
243,Macapa,BR,2022-06-05 21:02:37,0.0389,-51.0664,78.66,84,97,7.11
244,Tarko-Sale,RU,2022-06-05 21:02:37,64.9225,77.785,34.54,58,100,6.42
245,Gijon,ES,2022-06-05 21:02:37,43.5357,-5.6615,63.84,80,100,0.72
246,Necochea,AR,2022-06-05 21:02:38,-38.5473,-58.7368,50.36,63,94,1.54
247,Wewak,PG,2022-06-05 21:02:38,-3.5534,143.6268,76.77,87,49,5.08
248,Suntar,RU,2022-06-05 21:02:39,62.1444,117.6319,58.42,93,100,0.2
249,Yulara,AU,2022-06-05 21:02:39,-25.2406,130.9889,48.22,70,14,7.96
250,Cidreira,BR,2022-06-05 21:02:40,-30.1811,-50.2056,61.84,97,100,6.13
251,Cabo San Lucas,MX,2022-06-05 21:01:10,22.8909,-109.9124,90.61,62,3,11.79
252,Camana,PE,2022-06-05 21:02:40,-16.6228,-72.7111,66.11,82,100,7.52
253,Ko Samui,TH,2022-06-05 21:02:41,9.5357,99.9357,83.64,74,100,11.1
254,Sobolevo,RU,2022-06-05 21:02:41,54.4299,31.8996,50.83,86,11,6.24
255,Samal,PH,2022-06-05 21:02:41,7.0744,125.7083,78.76,80,88,0.45
256,Todos Santos,MX,2022-06-05 21:02:42,23.45,-110.2167,75.79,57,0,8.72
257,San Policarpo,PH,2022-06-05 21:02:42,12.1791,125.5072,76.86,87,92,3.6
258,Vao,NC,2022-06-05 21:02:42,-22.6667,167.4833,72.91,71,22,7.36
259,Kasongo,CD,2022-06-05 21:02:43,-4.45,26.6667,74.39,57,64,3.49
260,Namibe,AO,2022-06-05 21:02:43,-15.1961,12.1522,73.47,49,63,4.47
261,Santa Ana,US,2022-06-05 21:01:31,33.7456,-117.8678,88.41,55,20,8.05
262,Garissa,KE,2022-06-05 21:02:44,-0.4536,39.6401,76.44,68,88,17.69
263,Houma,US,2022-06-05 20:58:07,29.5958,-90.7195,84.0,70,75,10.36
264,Shimoda,JP,2022-06-05 21:02:45,34.6667,138.95,61.11,94,100,15.99
265,Pangkalanbuun,ID,2022-06-05 21:02:45,-2.6833,111.6167,72.59,99,91,1.97
266,Fort Nelson,CA,2022-06-05 21:02:45,58.8053,-122.7002,69.21,46,100,2.91
267,Kiunga,PG,2022-06-05 21:02:46,-6.1219,141.2906,70.79,99,34,1.1
268,Rorvik,NO,2022-06-05 21:02:46,64.8621,11.2373,42.91,75,40,4.61
269,Mar Del Plata,AR,2022-06-05 20:59:18,-38.0023,-57.5575,57.22,87,0,2.3
270,Luderitz,NA,2022-06-05 21:02:47,-26.6481,15.1594,67.64,32,89,6.08
271,Iqaluit,CA,2022-06-05 21:02:47,63.7506,-68.5145,45.52,63,17,12.57
272,Chokurdakh,RU,2022-06-05 21:02:48,70.6333,147.9167,48.18,43,61,10.4
273,Roald,NO,2022-06-05 21:02:48,62.5833,6.1333,49.91,76,0,12.66
274,Namatanai,PG,2022-06-05 21:02:49,-3.6667,152.4333,78.8,80,88,2.26
275,Sept-Iles,CA,2022-06-05 21:02:49,50.2001,-66.3821,51.71,65,56,3.96
276,Mehamn,NO,2022-06-05 21:03:49,71.0357,27.8492,44.51,80,100,13.8
277,Chipata,ZM,2022-06-05 21:03:50,-13.6333,32.65,61.43,57,97,8.5
278,Sorland,NO,2022-06-05 21:03:50,67.667,12.6934,44.46,66,64,23.2
279,Faya,SA,2022-06-05 21:03:51,18.3851,42.4509,66.72,20,24,1.9
280,Murray,US,2022-06-05 21:03:51,40.6669,-111.888,78.51,41,75,11.5
281,Katsina,NG,2022-06-05 21:03:52,12.9894,7.6006,85.87,38,100,7.76
282,Baripada,IN,2022-06-05 20:59:06,21.935,86.7214,82.99,66,88,9.84
283,Manger,NO,2022-06-05 21:03:52,60.6414,5.0414,57.97,77,95,15.57
284,Rincon,US,2022-06-05 21:03:53,32.296,-81.2354,82.85,70,75,14.97
285,San Andres,CO,2022-06-05 21:01:25,12.5847,-81.7006,84.24,65,61,2.39
286,Pachino,IT,2022-06-05 21:03:53,36.7186,15.0907,77.43,53,2,10.8
287,Hollins,US,2022-06-05 21:03:54,37.3413,-79.9431,82.49,41,40,10.36
288,Kidal,ML,2022-06-05 21:03:54,18.4411,1.4078,95.11,7,0,10.29
289,Portland,US,2022-06-05 21:03:03,45.5234,-122.6762,67.8,79,84,5.01
290,Krasnoselkup,RU,2022-06-05 21:03:55,65.7,82.4667,31.15,67,7,8.88
291,Bonavista,CA,2022-06-05 21:03:55,48.6499,-53.1147,45.18,75,40,18.52
292,Shunyi,CN,2022-06-05 21:03:56,40.125,116.6453,66.15,52,0,4.47
293,Kismayo,SO,2022-06-05 21:03:56,-0.3582,42.5454,78.85,76,99,16.11
